ID,date_of_donation,donor_link,donation_huf,donor_gender,publishing_name,donation_type
6319,2018. március 12. 13:58,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6320,2018. március 10. 10:01,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,gave_name,only_name
6321,2018. március 09. 11:45,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6322,2018. március 07. 17:36,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6323,2018. március 02. 12:33,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6324,2018. február 19. 11:18,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6325,2018. február 19. 10:29,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6326,2018. február 16. 09:54,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6327,2018. február 16. 08:53,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6328,2018. február 15. 18:11,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6329,2018. február 15. 13:47,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6330,2018. február 15. 13:24,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6331,2018. február 08. 14:55,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,female,gave_name,only_name
6332,2018. február 07. 14:15,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6333,2018. február 07. 09:17,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6334,2018. február 06. 12:48,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,NA,NA,anonymous,none_of_them
6335,2018. február 06. 12:22,https://elmenykulonitmeny.hu/jotekony-sportolo/koczian-agnes/,5000,group,gave_name,both_of_them
6336,2018. április 09. 14:29,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,NA,anonymous,none_of_them
6337,2018. április 04. 22:14,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,female,gave_name,only_name
6338,2018. március 10. 11:16,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,male,gave_name,only_name
6339,2018. február 23. 12:53,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,20000,male,gave_name,both_of_them
6340,2018. február 21. 18:05,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,female,gave_name,only_name
6341,2018. február 20. 11:50,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,10000,female,gave_name,both_of_them
6342,2018. február 19. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,NA,anonymous,none_of_them
6343,2018. február 13. 20:14,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,10000,female,gave_name,both_of_them
6344,2018. február 12. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,10000,female,gave_name,both_of_them
6345,2018. február 12. 11:49,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,NA,anonymous,none_of_them
6346,2018. február 12. 07:19,https://elmenykulonitmeny.hu/jotekony-sportolo/brunner-gergely/,NA,male,gave_name,only_name
6347,2018. április 15. 22:27,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,NA,NA,anonymous,none_of_them
6348,2018. április 13. 09:52,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,female,gave_name,both_of_them
6349,2018. április 13. 08:43,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,female,gave_name,both_of_them
6350,2018. április 13. 06:30,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,2500,female,gave_name,both_of_them
6351,2018. április 12. 20:32,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,female,gave_name,both_of_them
6352,2018. április 04. 15:37,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,1000,female,gave_name,both_of_them
6353,2018. február 24. 10:36,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,3000,female,gave_name,both_of_them
6354,2018. februĂˇr 16. 16:56,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,10000,pair,gave_name,both_of_them
6355,2018. februĂˇr 12. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,7500,female,gave_name,both_of_them
6356,2018. februĂˇr 09. 15:29,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,NA,male,gave_name,only_name
6357,2018. februĂˇr 06. 15:05,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,2000,female,gave_name,both_of_them
6358,2018. februĂˇr 06. 00:20,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,NA,NA,anonymous,none_of_them
6359,2018. februĂˇr 05. 21:10,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,male,gave_name,both_of_them
6360,2018. februĂˇr 05. 13:09,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,female,gave_name,both_of_them
6361,2018. februĂˇr 03. 22:09,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,1000,male,gave_name,both_of_them
6362,2018. februĂˇr 03. 08:53,https://elmenykulonitmeny.hu/jotekony-sportolo/fulop-dorka/,5000,female,gave_name,both_of_them
6363,2018. július 27. 18:50,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,2000,female,gave_name,both_of_them
6364,2018. július 20. 15:34,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,10000,male,gave_name,both_of_them
6365,2018. július 17. 13:56,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,NA,NA,gave_name,only_name
6366,2018. július 04. 14:20,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,NA,NA,anonymous,none_of_them
6367,2018. július 03. 14:00,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,5000,male,gave_name,both_of_them
6368,2018. július 03. 07:46,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,2000,female,gave_name,both_of_them
6369,2018. július 02. 22:01,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,5000,male,gave_name,both_of_them
6370,2018. július 02. 19:40,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,NA,female,gave_name,only_name
6371,2018. június 22. 09:50,https://elmenykulonitmeny.hu/jotekony-sportolo/gombor-nikoletta/,5000,NA,gave_name,both_of_them
6372,2018. április 10. 15:38,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6373,2018. április 05. 18:13,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,male,gave_name,both_of_them
6374,2018. április 05. 08:46,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,10000,male,gave_name,both_of_them
6375,2018. április 04. 20:55,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,10000,male,gave_name,both_of_them
6376,2018. április 04. 20:48,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6377,2018. április 04. 20:44,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,male,gave_name,only_name
6378,2018. április 04. 00:00,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,male,gave_name,only_name
6379,2018. április 02. 20:57,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6380,2018. március 29. 00:22,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6381,2018. március 27. 11:22,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,male,gave_name,both_of_them
6382,2018. március 26. 20:17,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,female,gave_name,only_name
6383,2018. március 26. 17:53,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,female,gave_name,only_name
6384,2018. március 26. 16:29,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6385,2018. március 26. 11:40,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,male,gave_name,only_name
6386,2018. március 25. 16:56,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,male,gave_name,both_of_them
6387,2018. március 19. 14:12,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,10000,female,gave_name,both_of_them
6388,2018. február 23. 14:15,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,10000,male,gave_name,both_of_them
6389,2018. február 22. 20:01,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,4921,female,gave_name,both_of_them
6390,2018. február 22. 19:35,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,male,gave_name,both_of_them
6391,2018. február 20. 20:06,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6392,2018. február 19. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,female,gave_name,only_name
6393,2018. február 15. 07:14,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,female,gave_name,both_of_them
6394,2018. február 15. 07:04,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,female,gave_name,only_name
6395,2018. február 14. 21:05,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,7500,male,gave_name,both_of_them
6396,2018. február 10. 15:16,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,NA,NA,anonymous,none_of_them
6397,2018. január 31. 18:21,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,5000,female,gave_name,both_of_them
6398,2018. január 31. 15:40,https://elmenykulonitmeny.hu/jotekony-sportolo/papp-melinda/,10000,NA,anonymous,only_money
6399,2018. május 05. 17:58,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6400,2018. április 22. 06:58,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,10000,female,gave_name,both_of_them
6401,2018. április 19. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,NA,anonymous,none_of_them
6402,2018. április 17. 16:19,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,5000,male,gave_name,both_of_them
6403,2018. április 16. 12:58,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,male,gave_name,only_name
6404,2018. március 08. 11:05,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,2000,male,gave_name,both_of_them
6405,2018. március 05. 19:01,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,male,gave_name,only_name
6406,2018. március 02. 14:51,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6407,2018. március 02. 14:39,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,1000,female,gave_name,both_of_them
6408,2018. február 20. 15:09,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,10000,female,gave_name,both_of_them
6409,2018. február 19. 09:20,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6410,2018. február 12. 19:54,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,NA,anonymous,none_of_them
6411,2018. február 12. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,5000,male,gave_name,both_of_them
6412,2018. január 31. 21:38,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6413,2018. január 31. 11:41,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6414,2018. január 30. 13:21,https://elmenykulonitmeny.hu/jotekony-sportolo/zobak-gabor/,NA,female,gave_name,only_name
6415,2018. április 14. 14:59,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,NA,NA,anonymous,none_of_them
6416,2018. április 13. 19:56,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,2000,male,gave_name,both_of_them
6417,2018. április 10. 20:02,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,NA,female,gave_name,only_name
6418,2018. április 06. 22:34,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,10000,NA,anonymous,only_money
6419,2018. április 05. 10:23,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,2000,male,gave_name,both_of_them
6420,2018. április 04. 17:42,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,NA,male,gave_name,only_name
6421,2018. április 04. 10:43,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,female,gave_name,both_of_them
6422,2018. április 04. 10:42,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,male,gave_name,both_of_them
6423,2018. április 04. 06:01,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,female,gave_name,both_of_them
6424,2018. április 03. 18:54,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,5000,female,gave_name,both_of_them
6425,2018. április 03. 13:24,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,male,gave_name,both_of_them
6426,2018. március 28. 21:25,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,female,gave_name,both_of_them
6427,2018. február 15. 13:22,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,female,gave_name,both_of_them
6428,2018. január 29. 13:22,https://elmenykulonitmeny.hu/jotekony-sportolo/geringer-nikolett/,1000,female,gave_name,both_of_them
6429,2018. április 06. 14:22,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,10000,NA,anonymous,only_money
6430,2018. április 04. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,male,gave_name,both_of_them
6431,2018. április 04. 10:31,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,female,gave_name,only_name
6432,2018. április 03. 19:32,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,2000,female,gave_name,both_of_them
6433,2018. március 29. 13:28,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,female,gave_name,both_of_them
6434,2018. március 19. 14:12,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,10000,male,gave_name,both_of_them
6435,2018. március 12. 22:13,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,1000,male,gave_name,both_of_them
6436,2018. március 01. 21:35,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,female,gave_name,both_of_them
6437,2018. február 22. 20:53,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,female,gave_name,only_name
6438,2018. február 19. 16:44,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,5000,male,gave_name,both_of_them
6439,2018. február 09. 18:39,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,female,gave_name,both_of_them
6440,2018. február 09. 18:39,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,male,gave_name,only_name
6441,2018. február 09. 18:39,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,10000,male,gave_name,both_of_them
6442,2018. február 09. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,female,gave_name,only_name
6443,2018. február 09. 14:57,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,male,gave_name,only_name
6444,2018. február 07. 15:13,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,male,gave_name,both_of_them
6445,2018. február 06. 17:46,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,2000,male,gave_name,both_of_them
6446,2018. február 05. 19:07,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,20000,NA,gave_name,both_of_them
6447,2018. február 03. 08:44,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,3000,NA,anonymous,only_money
6448,2018. február 01. 20:46,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,5000,female,gave_name,both_of_them
6449,2018. február 01. 14:56,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,female,gave_name,only_name
6450,2018. február 01. 09:41,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,female,gave_name,only_name
6451,2018. január 31. 19:22,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,2000,female,gave_name,both_of_them
6452,2018. január 31. 13:22,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,1000,female,gave_name,both_of_them
6453,2018. január 31. 13:22,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,NA,anonymous,none_of_them
6454,2018. január 30. 21:01,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,5000,male,gave_name,both_of_them
6455,2018. január 30. 11:44,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,5000,female,gave_name,both_of_them
6456,2018. január 29. 21:25,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,10000,male,gave_name,both_of_them
6457,2018. január 29. 21:10,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,NA,male,gave_name,only_name
6458,2018. január 29. 20:59,https://elmenykulonitmeny.hu/jotekony-sportolo/takacs-ildiko/,5000,male,gave_name,both_of_them
6459,2018. április 09. 14:29,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3000,male,gave_name,both_of_them
6460,2018. április 03. 18:54,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,5000,female,gave_name,both_of_them
6461,2018. március 30. 14:11,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3000,female,gave_name,both_of_them
6462,2018. március 27. 20:59,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3000,female,gave_name,both_of_them
6463,2018. március 24. 16:36,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,10000,female,gave_name,both_of_them
6464,2018. március 24. 15:28,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3500,NA,gave_name,both_of_them
6465,2018. március 15. 13:43,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,NA,female,gave_name,only_name
6466,2018. március 12. 09:09,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,NA,NA,anonymous,none_of_them
6467,2018. március 10. 10:12,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,1000,female,gave_name,both_of_them
6468,2018. március 09. 12:16,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,1000,female,gave_name,both_of_them
6469,2018. március 01. 18:40,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,1000,male,gave_name,both_of_them
6470,2018. február 21. 16:08,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3000,female,gave_name,both_of_them
6471,2018. február 21. 12:20,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,3000,female,gave_name,both_of_them
6472,2018. február 21. 12:20,https://elmenykulonitmeny.hu/jotekony-sportolo/smatko-szandra/,5000,female,gave_name,both_of_them
